opportunity_id;sales_agent;Produto;Conta;deal_stage;engage_date;close_date; close_value 
HZS2YVRN;Kary Hendrixson;MG Special;Finjob;Won;23/09/2017;01/10/2017;R$ 57,00
W3B077GY;Lajuana Vencill;MG Special;Zumgoity;Lost;23/09/2017;07/11/2017; R$ -   
MGR0TSPK;Lajuana Vencill;GTX Plus Basic;Rangreen;Won;23/09/2017;27/11/2017;R$ 946,00
TEF07JM6;Markita Hansen;GTX Basic;Xx-holding;Lost;23/09/2017;02/10/2017; R$ -   
N8SVXI48;Maureen Marcano;GTX Basic;Zoomit;Lost;23/09/2017;14/11/2017; R$ -   
VG1WQW88;Maureen Marcano;MG Special;Golddex;Lost;23/09/2017;06/11/2017; R$ -   
MEKVHSCB;Moses Frase;MG Special;Dontechi;Lost;23/09/2017;27/11/2017; R$ -   
PBJ62FC3;Rosie Papadopoulos;GTXPro;Massive Dynamic;Lost;23/09/2017;05/10/2017; R$ -   
3Q15OHQB;Vicki Laflamme;MG Advanced;;Engaging;23/09/2017;;
O04P1WN6;Vicki Laflamme;GTXPro;Hottechi;Won;23/09/2017;17/12/2017;R$ 4.415,00
600FP406;Violet Mclelland;MG Special;Bioplex;Won;23/09/2017;02/10/2017;R$ 60,00
2EFTTOAV;Zane Levy;GTX Plus Pro;Green-Plus;Won;23/09/2017;01/10/2017;R$ 5.865,00
DDXFIBEY;Anna Snelling;GTX Plus Pro;Treequote;Lost;24/09/2017;23/11/2017; R$ -   
5BRWXIU3;Anna Snelling;MG Special;Codehow;Lost;24/09/2017;27/11/2017; R$ -   
WN9ZY701;Boris Faz;GTX Plus Basic;Kan-code;Lost;24/09/2017;14/12/2017; R$ -   
DA8D04ED;Cecily Lampkin;MG Advanced;Globex Corporation;Lost;24/09/2017;04/10/2017; R$ -   
WLQC2XK4;Cecily Lampkin;MG Special;Rundofase;Won;24/09/2017;02/10/2017;R$ 54,00
A4CVM3PM;Corliss Cosme;GTXPro;Opentech;Won;24/09/2017;27/12/2017;R$ 5.069,00
CNLE5EJ2;Daniell Hammack;GTX Plus Pro;Konex;Won;24/09/2017;05/10/2017;R$ 5.378,00
D3HUUVPL;Daniell Hammack;GTXPro;Mathtouch;Won;24/09/2017;04/12/2017;R$ 5.255,00
2UNDAQZ2;Darcel Schlecht;GTX Plus Basic;Domzoom;Lost;24/09/2017;04/10/2017; R$ -   
R2E45IQ8;Darcel Schlecht;GTX Plus Pro;Conecom;Won;24/09/2017;03/10/2017;R$ 5.144,00
UX0H8B3W;Donn Cantrell;GTX Plus Pro;Donware;Lost;24/09/2017;16/11/2017; R$ -   
VM0A3057;James Ascencio;GTX Plus Pro;Plusstrip;Won;24/09/2017;03/10/2017;R$ 5.527,00
DX9CCI9C;Kary Hendrixson;MG Advanced;Nam-zim;Lost;24/09/2017;19/12/2017; R$ -   
8SE1W979;Lajuana Vencill;GTX Basic;Hottechi;Lost;24/09/2017;02/10/2017; R$ -   
L6AOARQ9;Lajuana Vencill;GTX Basic;dambase;Won;24/09/2017;21/12/2017;R$ 452,00
I83GQQHA;Markita Hansen;MG Advanced;Kan-code;Lost;24/09/2017;05/10/2017; R$ -   
10984DDU;Moses Frase;GTX Plus Pro;Toughzap;Won;24/09/2017;28/12/2017;R$ 7.300,00
JQVW0KJV;Versie Hillebrand;MG Special;Genco Pura Olive Oil Company;Lost;24/09/2017;09/11/2017; R$ -   
UWZHNMR4;Vicki Laflamme;GTX Plus Pro;Blackzim;Won;24/09/2017;26/11/2017;R$ 5.196,00
TRET6F45;Vicki Laflamme;GTX Plus Pro;Faxquote;Won;24/09/2017;26/12/2017;R$ 5.624,00
8DDC9RLE;Vicki Laflamme;MG Advanced;J-Texon;Won;24/09/2017;15/12/2017;R$ 4.110,00
TFGYLK6C;Anna Snelling;GTX Basic;Inity;Lost;25/09/2017;04/10/2017; R$ -   
4YXXI2OI;Anna Snelling;MG Special;Codehow;Won;25/09/2017;18/12/2017;R$ 53,00
3C7A75LH;Cassey Cress;GTXPro;Massive Dynamic;Won;25/09/2017;27/09/2017;R$ 5.727,00
02LUGFJS;Cassey Cress;GTXPro;Plussunin;Won;25/09/2017;28/09/2017;R$ 4.308,00
KPF0GREK;Cassey Cress;MG Advanced;Plussunin;Won;25/09/2017;09/12/2017;R$ 3.329,00
HEG2JK9Y;Daniell Hammack;GTX Plus Basic;Kinnamplus;Lost;25/09/2017;03/10/2017; R$ -   
1ZCAL93A;Darcel Schlecht;GTX Plus Pro;Hottechi;Lost;25/09/2017;04/10/2017; R$ -   
5NW6HK74;Elease Gluck;MG Special;Doncon;Lost;25/09/2017;04/10/2017; R$ -   
EJVD09HQ;James Ascencio;MG Special;Betasoloin;Engaging;25/09/2017;;
7WFASDCZ;Jonathan Berthelot;GTX Basic;Gogozoom;Lost;25/09/2017;03/10/2017; R$ -   
7XNX75LI;Jonathan Berthelot;GTX Plus Pro;Dontechi;Lost;25/09/2017;08/12/2017; R$ -   
RAUWH0GP;Kami Bicknell;GTX Plus Pro;Labdrill;Won;25/09/2017;27/11/2017;R$ 6.105,00
I86I0TJG;Kary Hendrixson;GTX Basic;Xx-holding;Won;25/09/2017;13/11/2017;R$ 549,00
TFW3KAYZ;Kary Hendrixson;GTXPro;Doncon;Won;25/09/2017;12/11/2017;R$ 4.828,00
9NH8ACMQ;Marty Freudenburg;GTX Plus Basic;Dontechi;Lost;25/09/2017;04/10/2017; R$ -   
86KARIC1;Maureen Marcano;GTX Basic;Y-corporation;Lost;25/09/2017;03/10/2017; R$ -   
N2SLAOZR;Moses Frase;GTX Basic;Finhigh;Lost;25/09/2017;04/10/2017; R$ -   
02TUKBP3;Moses Frase;MG Special;Zumgoity;Lost;25/09/2017;30/11/2017; R$ -   
KU0YOR3J;Niesha Huffines;GTX Plus Basic;Zumgoity;Won;25/09/2017;04/10/2017;R$ 1.189,00
BRGJCWO1;Niesha Huffines;MG Special;Hottechi;Won;25/09/2017;28/11/2017;R$ 51,00
IEIZU3TY;Reed Clapper;GTX Plus Basic;Mathtouch;Lost;25/09/2017;24/12/2017; R$ -   
P8QXRXMR;Rosalina Dieter;GTXPro;;Engaging;25/09/2017;;
35KZ6QTP;Rosalina Dieter;MG Advanced;Xx-holding;Lost;25/09/2017;03/10/2017; R$ -   
V5ZP09PO;Versie Hillebrand;GTX Plus Basic;Dontechi;Lost;25/09/2017;03/10/2017; R$ -   
VKB9RFJT;Versie Hillebrand;MG Special;Condax;Won;25/09/2017;20/11/2017;R$ 55,00
Y9HHGGOQ;Versie Hillebrand;MG Special;dambase;Won;25/09/2017;04/10/2017;R$ 53,00
H3AEZ2BZ;Vicki Laflamme;MG Special;Plusstrip;Lost;25/09/2017;05/10/2017; R$ -   
LUXAXNBV;Wilburn Farren;GTX Plus Pro;Donquadtech;Won;25/09/2017;09/12/2017;R$ 5.960,00
0XBMBVFP;Zane Levy;MG Advanced;Groovestreet;Won;25/09/2017;04/10/2017;R$ 3.438,00
8KIMVD15;Anna Snelling;MG Special;Cancity;Lost;26/09/2017;06/10/2017; R$ -   
Q06QD8ZW;Anna Snelling;MG Special;Globex Corporation;Won;26/09/2017;03/11/2017;R$ 54,00
0SD3OBQI;Boris Faz;GTX Plus Basic;Konex;Lost;26/09/2017;06/11/2017; R$ -   
YKZFQT7K;Cassey Cress;GTX Basic;Kinnamplus;Lost;26/09/2017;05/10/2017; R$ -   
I25J5M7W;Cassey Cress;MG Advanced;Iselectrics;Lost;26/09/2017;28/09/2017; R$ -   
B2Z4BB5U;Cecily Lampkin;GTX Plus Pro;Toughzap;Lost;26/09/2017;06/10/2017; R$ -   
87ZXBDQS;Cecily Lampkin;MG Special;Isdom;Lost;26/09/2017;07/10/2017; R$ -   
3LYVAV6P;Cecily Lampkin;MG Special;Statholdings;Won;26/09/2017;03/10/2017;R$ 55,00
G7QIQDSA;Corliss Cosme;GTXPro;;Engaging;26/09/2017;;
7I2O2ZCR;Corliss Cosme;GTX Plus Basic;Xx-zobam;Lost;26/09/2017;19/11/2017; R$ -   
SUX7JFN7;Daniell Hammack;GTX Plus Basic;Konex;Lost;26/09/2017;19/11/2017; R$ -   
5DL7R4C3;Darcel Schlecht;GTXPro;Hottechi;Lost;26/09/2017;03/10/2017; R$ -   
61ON3Y6O;Darcel Schlecht;MG Special;Streethex;Lost;26/09/2017;02/10/2017; R$ -   
HOEKIDDI;Donn Cantrell;GTXPro;Ganjaflex;Lost;26/09/2017;13/11/2017; R$ -   
10YLM9VF;Elease Gluck;GTXPro;Sonron;Lost;26/09/2017;09/10/2017; R$ -   
LN0DF2XI;Elease Gluck;MG Special;Sonron;Won;26/09/2017;27/11/2017;R$ 48,00
ZNE0DAIF;Hayden Neloms;GTX Plus Basic;Hottechi;Lost;26/09/2017;24/11/2017; R$ -   
DTCHPCBB;Hayden Neloms;MG Advanced;Finjob;Won;26/09/2017;14/12/2017;R$ 3.553,00
YID2GAED;James Ascencio;GTX Plus Pro;Xx-holding;Lost;26/09/2017;04/10/2017; R$ -   
QFKL9UK2;Kary Hendrixson;GTXPro;J-Texon;Won;26/09/2017;05/10/2017;R$ 4.727,00
MC3OSDV0;Kary Hendrixson;MG Special;Sunnamplex;Won;26/09/2017;02/10/2017;R$ 65,00
C7DOYN5Y;Lajuana Vencill;GTX Basic;Rangreen;Won;26/09/2017;25/12/2017;R$ 585,00
JXUSPNPV;Markita Hansen;GTX Plus Basic;;Engaging;26/09/2017;;
K79T6VNV;Markita Hansen;MG Special;Plexzap;Lost;26/09/2017;03/10/2017; R$ -   
DX8R6PA4;Marty Freudenburg;GTX Plus Basic;Domzoom;Lost;26/09/2017;03/10/2017; R$ -   
FZDD9758;Marty Freudenburg;MG Advanced;Cancity;Lost;26/09/2017;07/10/2017; R$ -   
0SIFT5DE;Marty Freudenburg;MG Advanced;Rangreen;Lost;26/09/2017;04/10/2017; R$ -   
MZSCFJZS;Marty Freudenburg;GTX Plus Pro;Konmatfix;Won;26/09/2017;07/10/2017;R$ 5.708,00
D6X5T9D4;Maureen Marcano;MG Special;Hottechi;Lost;26/09/2017;05/10/2017; R$ -   
69Z30MBF;Moses Frase;GTX Basic;Bioholding;Won;26/09/2017;15/11/2017;R$ 571,00
SH0BSL0Z;Moses Frase;GTX Basic;Scottech;Won;26/09/2017;24/12/2017;R$ 619,00
Q5E0NILP;Reed Clapper;MG Advanced;Donware;Won;26/09/2017;03/10/2017;R$ 2.984,00
RFTDQJ0U;Rosie Papadopoulos;GTX Basic;Bioplex;Won;26/09/2017;01/10/2017;R$ 558,00
76NU9866;Rosie Papadopoulos;MG Special;Condax;Won;26/09/2017;02/12/2017;R$ 57,00
13O8NTOT;Violet Mclelland;MG Special;Initech;Won;26/09/2017;30/11/2017;R$ 61,00
AS3IYIRO;Anna Snelling;GTX Basic;Hottechi;Won;27/09/2017;26/12/2017;R$ 543,00
L1WPBDZG;Boris Faz;GTXPro;Zotware;Won;27/09/2017;12/12/2017;R$ 4.125,00
QK98E62R;Cassey Cress;GTX Plus Pro;Ganjaflex;Won;27/09/2017;29/12/2017;R$ 5.301,00
F9THW1PW;Corliss Cosme;GTX Basic;Kinnamplus;Won;27/09/2017;05/10/2017;R$ 495,00
LQJISQSD;Corliss Cosme;GTX Plus Basic;Bioplex;Won;27/09/2017;05/10/2017;R$ 955,00
84SZ58S9;Daniell Hammack;GTX Plus Basic;Iselectrics;Won;27/09/2017;04/10/2017;R$ 1.225,00
Q5I9JWH7;Darcel Schlecht;GTXPro;Ron-tech;Lost;27/09/2017;02/10/2017; R$ -   
6BSKCQCX;Darcel Schlecht;GTX Basic;Conecom;Won;27/09/2017;25/12/2017;R$ 608,00
UKQD4DPD;Darcel Schlecht;GTXPro;Warephase;Won;27/09/2017;13/11/2017;R$ 4.515,00
SI874ZK5;Donn Cantrell;GTXPro;Silis;Lost;27/09/2017;06/10/2017; R$ -   
6XP6FVMN;Elease Gluck;MG Advanced;Green-Plus;Won;27/09/2017;18/12/2017;R$ 3.772,00
NDMEB0VG;Garret Kinder;MG Advanced;Kan-code;Lost;27/09/2017;05/10/2017; R$ -   
IGFQGZDK;Gladys Colclough;GTX Basic;Bioholding;Won;27/09/2017;08/12/2017;R$ 540,00
Y2DLFFN6;Gladys Colclough;MG Advanced;Cancity;Won;27/09/2017;30/09/2017;R$ 2.800,00
I6UCM2J9;Gladys Colclough;MG Advanced;Stanredtax;Won;27/09/2017;05/10/2017;R$ 3.250,00
PT0I4XSM;Hayden Neloms;GTX Plus Basic;Plexzap;Won;27/09/2017;07/10/2017;R$ 1.232,00
X718EF6Y;Hayden Neloms;MG Advanced;Hatfan;Won;27/09/2017;04/10/2017;R$ 2.811,00
FSYTM6YE;James Ascencio;GTXPro;;Engaging;27/09/2017;;
VUAFV8SS;James Ascencio;GTX Plus Basic;Lexiqvolax;Won;27/09/2017;07/12/2017;R$ 1.178,00
SXPV3WCV;Jonathan Berthelot;GTXPro;Treequote;Won;27/09/2017;22/12/2017;R$ 4.869,00
9PH1EWCH;Kami Bicknell;MG Advanced;Cheers;Lost;27/09/2017;03/12/2017; R$ -   
THPCTGNI;Lajuana Vencill;GTX Plus Pro;Inity;Lost;27/09/2017;02/10/2017; R$ -   
XR4PPDOB;Lajuana Vencill;GTX Basic;Condax;Won;27/09/2017;18/12/2017;R$ 507,00
EK06CNRW;Lajuana Vencill;MG Advanced;Bioholding;Won;27/09/2017;06/10/2017;R$ 3.681,00
Q25T8PKX;Markita Hansen;GTX Plus Basic;Doncon;Lost;27/09/2017;01/10/2017; R$ -   
V86S5LWV;Marty Freudenburg;GTX Plus Basic;Dontechi;Lost;27/09/2017;02/10/2017; R$ -   
K8Y7CK9T;Marty Freudenburg;GTX Plus Pro;Treequote;Won;27/09/2017;05/10/2017;R$ 5.280,00
1LY8CAXD;Rosalina Dieter;GTK 500;Betasoloin;Engaging;27/09/2017;;
ADS3CQ4B;Rosalina Dieter;MG Special;Finjob;Won;27/09/2017;27/11/2017;R$ 50,00
9UBU6UW4;Versie Hillebrand;MG Special;Genco Pura Olive Oil Company;Won;27/09/2017;29/09/2017;R$ 59,00
ZP9HW0LH;Vicki Laflamme;MG Advanced;Kan-code;Won;27/09/2017;03/10/2017;R$ 3.794,00
WV41OJHX;Wilburn Farren;MG Advanced;Ganjaflex;Won;27/09/2017;03/10/2017;R$ 3.786,00
FTUJY4FP;Cassey Cress;GTX Plus Basic;Condax;Lost;28/09/2017;07/10/2017; R$ -   
ORBIW519;Donn Cantrell;MG Advanced;Plussunin;Lost;28/09/2017;19/12/2017; R$ -   
369V78M2;Donn Cantrell;GTXPro;Mathtouch;Won;28/09/2017;07/10/2017;R$ 5.553,00
792JYPG1;Donn Cantrell;MG Advanced;Konex;Won;28/09/2017;08/10/2017;R$ 3.557,00
Y6Q7Z0SO;Elease Gluck;MG Special;Green-Plus;Won;28/09/2017;08/10/2017;R$ 63,00
9IM813OI;Gladys Colclough;GTX Basic;Conecom;Lost;28/09/2017;11/11/2017; R$ -   
GXY3QZ2V;Lajuana Vencill;MG Advanced;Scottech;Won;28/09/2017;06/10/2017;R$ 3.704,00
SMP2K39G;Markita Hansen;GTXPro;;Engaging;28/09/2017;;
IVX52FRZ;Marty Freudenburg;GTX Plus Basic;Gogozoom;Lost;28/09/2017;03/11/2017; R$ -   
2CN1G52G;Marty Freudenburg;MG Advanced;Hottechi;Lost;28/09/2017;03/10/2017; R$ -   
OR0PEAIV;Marty Freudenburg;GTX Plus Basic;Ron-tech;Won;28/09/2017;30/11/2017;R$ 1.133,00
EGOU8GB1;Maureen Marcano;GTX Plus Basic;Konex;Won;28/09/2017;09/12/2017;R$ 1.292,00
IIKN6Q8E;Rosalina Dieter;MG Advanced;Plusstrip;Won;28/09/2017;04/12/2017;R$ 3.278,00
VTX8GPN8;Versie Hillebrand;MG Special;Codehow;Won;28/09/2017;05/10/2017;R$ 55,00
DVGY4X7E;Vicki Laflamme;GTX Basic;Finjob;Won;28/09/2017;23/12/2017;R$ 498,00
W9LAIASV;Vicki Laflamme;MG Special;Sunnamplex;Won;28/09/2017;30/12/2017;R$ 55,00
9JTFD4FZ;Wilburn Farren;GTX Plus Pro;;Engaging;28/09/2017;;
1JFYPP8R;Zane Levy;GTX Basic;Cheers;Won;28/09/2017;05/10/2017;R$ 571,00
C51GWGUE;Daniell Hammack;GTX Plus Basic;;Engaging;29/09/2017;;
A62JDGQK;Daniell Hammack;GTXPro;Bubba Gump;Won;29/09/2017;05/10/2017;R$ 4.942,00
K25Z2KKH;Darcel Schlecht;GTX Plus Basic;Streethex;Lost;29/09/2017;05/10/2017; R$ -   
U3F5X6BB;Donn Cantrell;MG Special;Bioplex;Lost;29/09/2017;07/12/2017; R$ -   
VJD27D8U;Elease Gluck;GTXPro;Singletechno;Won;29/09/2017;01/10/2017;R$ 5.340,00
9TMPRT6R;Garret Kinder;GTX Basic;Vehement Capital Partners;Lost;29/09/2017;03/10/2017; R$ -   
CE81S7UN;Garret Kinder;MG Advanced;Zotware;Lost;29/09/2017;08/10/2017; R$ -   
LEPH90QI;Gladys Colclough;GTX Plus Pro;Isdom;Won;29/09/2017;09/10/2017;R$ 5.689,00
X1QNN2DG;James Ascencio;GTX Basic;Rantouch;Lost;29/09/2017;08/10/2017; R$ -   
J8G6HTCM;James Ascencio;MG Special;Lexiqvolax;Lost;29/09/2017;11/10/2017; R$ -   
94P229FH;Lajuana Vencill;MG Special;Dontechi;Won;29/09/2017;30/12/2017;R$ 52,00
Q6F9JWTY;Lajuana Vencill;MG Advanced;Rangreen;Won;29/09/2017;10/12/2017;R$ 3.131,00
75JW1GRR;Markita Hansen;GTX Plus Basic;Konex;Lost;29/09/2017;09/10/2017; R$ -   
P7X2J5DO;Markita Hansen;GTX Plus Pro;Singletechno;Lost;29/09/2017;06/10/2017; R$ -   
LKBDKJLM;Markita Hansen;MG Special;Blackzim;Lost;29/09/2017;27/11/2017; R$ -   
9OT0018Y;Markita Hansen;MG Advanced;Goodsilron;Lost;29/09/2017;10/10/2017; R$ -   
I6RH33SU;Marty Freudenburg;MG Advanced;Toughzap;Won;29/09/2017;05/10/2017;R$ 3.957,00
STCU1IXE;Niesha Huffines;GTX Basic;Treequote;Won;29/09/2017;30/12/2017;R$ 523,00
E3CR358L;Niesha Huffines;GTX Plus Basic;Treequote;Won;29/09/2017;21/12/2017;R$ 1.156,00
BTOD096J;Reed Clapper;GTXPro;Bubba Gump;Lost;29/09/2017;06/10/2017; R$ -   
1B2WYHTY;Rosalina Dieter;MG Advanced;Plexzap;Won;29/09/2017;30/11/2017;R$ 3.509,00
NS6JLCZ2;Rosie Papadopoulos;GTXPro;;Engaging;29/09/2017;;
LB5622YN;Versie Hillebrand;MG Special;Hottechi;Lost;29/09/2017;08/10/2017; R$ -   
HIX9V4W1;Versie Hillebrand;MG Advanced;Dontechi;Lost;29/09/2017;03/10/2017; R$ -   
LZ3B174J;Vicki Laflamme;MG Special;;Engaging;29/09/2017;;
XQ6FMG3L;Vicki Laflamme;GTX Basic;Lexiqvolax;Lost;29/09/2017;06/10/2017; R$ -   
W40IER4O;Vicki Laflamme;MG Special;Sonron;Won;29/09/2017;08/12/2017;R$ 59,00
88PIK8A6;Violet Mclelland;MG Special;Kinnamplus;Lost;29/09/2017;08/10/2017; R$ -   
6K31TYOR;Zane Levy;GTX Basic;J-Texon;Won;29/09/2017;05/10/2017;R$ 502,00
H29XGJ5H;Anna Snelling;GTX Basic;Rangreen;Lost;30/09/2017;04/12/2017; R$ -   
FSBZ3KOY;Anna Snelling;GTX Plus Pro;Toughzap;Lost;30/09/2017;01/10/2017; R$ -   
T4SSD24J;Boris Faz;GTX Basic;Silis;Won;30/09/2017;05/12/2017;R$ 541,00
ZDB6D35R;Cassey Cress;GTX Plus Pro;Ontomedia;Won;30/09/2017;19/12/2017;R$ 5.026,00
8RVTZBQO;Cecily Lampkin;MG Advanced;Dontechi;Won;30/09/2017;10/10/2017;R$ 3.148,00
CMM4A6NJ;Darcel Schlecht;GTX Plus Basic;Isdom;Lost;30/09/2017;06/10/2017; R$ -   
7PMUB7T4;Darcel Schlecht;GTXPro;Bioholding;Lost;30/09/2017;12/10/2017; R$ -   
KTHAX2XV;Darcel Schlecht;GTXPro;Isdom;Lost;30/09/2017;05/10/2017; R$ -   
IHOTG9ZQ;Darcel Schlecht;MG Advanced;Rundofase;Won;30/09/2017;09/10/2017;R$ 3.006,00
O2BF1KAT;Garret Kinder;MG Special;Mathtouch;Lost;30/09/2017;19/12/2017; R$ -   
12HOWQMI;Garret Kinder;GTXPro;Kan-code;Won;30/09/2017;07/10/2017;R$ 5.203,00
CXY4CXX1;Gladys Colclough;MG Special;Condax;Lost;30/09/2017;07/10/2017; R$ -   
IIOVCSHC;Hayden Neloms;MG Advanced;Xx-holding;Won;30/09/2017;10/12/2017;R$ 2.927,00
NX28C8EI;James Ascencio;GTX Plus Pro;;Engaging;30/09/2017;;
WV2YBM8V;Kary Hendrixson;GTX Basic;;Engaging;30/09/2017;;
3E09X4S2;Kary Hendrixson;GTX Basic;Rantouch;Lost;30/09/2017;08/10/2017; R$ -   
6BATTRKM;Lajuana Vencill;GTX Basic;Finhigh;Lost;30/09/2017;07/10/2017; R$ -   
GCWTH2MD;Lajuana Vencill;MG Advanced;Isdom;Lost;30/09/2017;20/12/2017; R$ -   
C563WHG1;Lajuana Vencill;GTX Plus Pro;Betatech;Won;30/09/2017;11/10/2017;R$ 6.156,00
D9WBSJRC;Marty Freudenburg;GTXPro;Warephase;Won;30/09/2017;09/10/2017;R$ 5.007,00
NMLTE4CS;Maureen Marcano;GTX Plus Pro;;Engaging;30/09/2017;;
X8P0Q1EU;Maureen Marcano;MG Special;Scotfind;Won;30/09/2017;06/12/2017;R$ 59,00
PBGB323I;Moses Frase;GTX Basic;Cancity;Won;30/09/2017;07/10/2017;R$ 549,00
V5THS9V8;Niesha Huffines;GTX Plus Basic;Isdom;Won;30/09/2017;27/11/2017;R$ 1.117,00
579RHB6S;Versie Hillebrand;MG Special;Stanredtax;Won;30/09/2017;08/10/2017;R$ 57,00
4SOUOUKH;Vicki Laflamme;GTX Plus Pro;Treequote;Engaging;30/09/2017;;
9HWUTUXQ;Vicki Laflamme;GTX Basic;Lexiqvolax;Lost;30/09/2017;09/10/2017; R$ -   
T58F1T8V;Violet Mclelland;MG Special;Acme Corporation;Lost;30/09/2017;08/10/2017; R$ -   
U3UT9B1U;Violet Mclelland;MG Special;Silis;Won;30/09/2017;24/12/2017;R$ 55,00
HY7D36UC;Violet Mclelland;MG Special;Umbrella Corporation;Won;30/09/2017;22/12/2017;R$ 63,00
9YVTJF6C;Zane Levy;GTX Plus Basic;Rantouch;Won;30/09/2017;08/10/2017;R$ 1.108,00
JGZVNKMT;Zane Levy;GTX Plus Basic;Y-corporation;Won;30/09/2017;10/12/2017;R$ 944,00
5B3BKUMD;Anna Snelling;GTX Basic;Finhigh;Lost;01/10/2017;11/10/2017; R$ -   
MGHWZSN2;Boris Faz;MG Advanced;The New York Inquirer;Lost;01/10/2017;06/10/2017; R$ -   
EM1BA4EK;Cassey Cress;GTX Basic;Scotfind;Engaging;01/10/2017;;
GWOOPZE8;Cassey Cress;GTX Plus Basic;Cheers;Engaging;01/10/2017;;
84N2YHUB;Cassey Cress;GTX Basic;Konex;Lost;01/10/2017;01/12/2017; R$ -   
IFVL4WL5;Cecily Lampkin;GTX Plus Pro;Streethex;Won;01/10/2017;10/12/2017;R$ 3.704,00
8EPT4HEV;Corliss Cosme;GTX Plus Pro;Konex;Lost;01/10/2017;07/10/2017; R$ -   
HZNNKQ0T;Corliss Cosme;GTX Plus Basic;Donquadtech;Won;01/10/2017;03/10/2017;R$ 1.076,00
Z6ETLZQU;Corliss Cosme;GTX Plus Pro;Mathtouch;Won;01/10/2017;18/12/2017;R$ 5.528,00
GXIVJQPG;Daniell Hammack;GTX Plus Basic;Xx-zobam;Engaging;01/10/2017;;
7MSQSYWR;Daniell Hammack;GTX Plus Basic;Initech;Lost;01/10/2017;10/10/2017; R$ -   
5VJIXV02;Daniell Hammack;GTXPro;Yearin;Lost;01/10/2017;01/12/2017; R$ -   
G23RCHB6;Darcel Schlecht;GTXPro;Rundofase;Lost;01/10/2017;08/10/2017; R$ -   
RMFG5C6C;Darcel Schlecht;GTXPro;Globex Corporation;Won;01/10/2017;09/10/2017;R$ 4.594,00
U2JOATN3;Darcel Schlecht;GTXPro;Scottech;Won;01/10/2017;06/12/2017;R$ 6.166,00
JGZ3F67I;Donn Cantrell;GTX Basic;Kinnamplus;Lost;01/10/2017;07/10/2017; R$ -   
FHCSKQ4K;Donn Cantrell;GTX Plus Pro;Bluth Company;Won;01/10/2017;30/12/2017;R$ 5.270,00
TU58PHME;Garret Kinder;GTX Plus Pro;Sumace;Lost;01/10/2017;17/11/2017; R$ -   
9ZVX7NVU;Hayden Neloms;GTX Plus Basic;Xx-holding;Lost;01/10/2017;08/10/2017; R$ -   
I4OJHXIN;Hayden Neloms;MG Advanced;Cheers;Won;01/10/2017;05/10/2017;R$ 3.169,00
NE300YJ0;Jonathan Berthelot;GTX Basic;Treequote;Won;01/10/2017;24/11/2017;R$ 571,00
TYLSS719;Kami Bicknell;GTX Basic;Goodsilron;Lost;01/10/2017;03/12/2017; R$ -   
M3SQPUB1;Kami Bicknell;GTX Plus Pro;Green-Plus;Won;01/10/2017;13/10/2017;R$ 6.304,00
MG1YUTUE;Markita Hansen;MG Special;Acme Corporation;Engaging;01/10/2017;;
PEIZDYXE;Markita Hansen;GTX Basic;Cheers;Lost;01/10/2017;02/10/2017; R$ -   
HGG0EZ00;Markita Hansen;GTXPro;Groovestreet;Lost;01/10/2017;05/10/2017; R$ -   
XRRMX8K6;Marty Freudenburg;GTX Basic;Statholdings;Lost;01/10/2017;12/10/2017; R$ -   
BJLJV8XE;Marty Freudenburg;GTXPro;Condax;Won;01/10/2017;15/12/2017;R$ 4.578,00
AQH7ORZZ;Reed Clapper;MG Special;Bluth Company;Won;01/10/2017;18/12/2017;R$ 62,00
GLG1IOHT;Rosalina Dieter;MG Special;J-Texon;Won;01/10/2017;08/10/2017;R$ 51,00
89MUGU6K;Rosie Papadopoulos;GTXPro;Bluth Company;Won;01/10/2017;30/11/2017;R$ 4.881,00
F5OETS8V;Vicki Laflamme;GTX Basic;Golddex;Won;01/10/2017;18/12/2017;R$ 544,00
CU7KT53A;Vicki Laflamme;MG Advanced;Goodsilron;Won;01/10/2017;16/12/2017;R$ 2.941,00
QNB3SCN9;Wilburn Farren;GTX Plus Pro;;Engaging;01/10/2017;;
0BYU67KG;Wilburn Farren;MG Advanced;Ganjaflex;Lost;01/10/2017;13/12/2017; R$ -   
SLXPTSGS;Wilburn Farren;MG Special;Condax;Won;01/10/2017;11/10/2017;R$ 44,00
FZGGKS2D;Zane Levy;GTX Plus Pro;Doncon;Won;01/10/2017;23/12/2017;R$ 4.910,00
6HDTZCCM;Anna Snelling;GTX Plus Pro;Warephase;Lost;02/10/2017;14/10/2017; R$ -   
XUEHL04Z;Boris Faz;GTX Plus Basic;Konex;Lost;02/10/2017;04/10/2017; R$ -   
CTZ5I5R5;Cassey Cress;GTX Plus Pro;Bioplex;Won;02/10/2017;05/12/2017;R$ 5.469,00
988QUSNK;Cecily Lampkin;MG Advanced;Scottech;Lost;02/10/2017;03/10/2017; R$ -   
2P0VIX4N;Cecily Lampkin;MG Advanced;Treequote;Lost;02/10/2017;20/12/2017; R$ -   
TAPH7KQO;Cecily Lampkin;GTX Basic;Zumgoity;Won;02/10/2017;07/12/2017;R$ 568,00
TWGFQS8L;Darcel Schlecht;GTX Plus Basic;Cancity;Lost;02/10/2017;12/10/2017; R$ -   
